stop_id,stop_name,lat,lng
898,NIMS Hospital,17.42308,78.45439
899,Ameerpet,17.43181,78.44748
904,Bharat Nagar,17.46707,78.4287
905,Moosapet,17.47027,78.42707
845,prashanth nagar,17.47469,78.42555
1463,IDPL Colony,17.48743,78.45009
1987,ag colony,17.44946,78.43059
508,baghlingampally,17.39699,78.49687
1989,peerzadiguda,17.402,78.58198
1993,boduppal x road,17.40488,78.58703
1995,uppal depot,17.40576,78.58937
1996,canara nagar,17.40748,78.59497
1980,medipallY,17.41013,78.60322
2000,rtc colony ,17.42004,78.60671
1640,sriram nagar,17.44919,78.42302
1641,karmika nagar,17.44448,78.42412
1642,rahmath nagar,17.43996,78.42415
2058,khairatabad,17.41414,78.45934
2002,prasad IMAX,17.41447,78.46743
2003,ntr garden,17.41259,78.4712
2059,secretariaT,17.40871,78.47239
1969,chengicherla village,17.43325,78.60866
1974,RTC Colony,17.41992,78.60705
1979,MEdipally,17.40962,78.60266
1981,CANARA NAGAR,17.40732,78.59554
1982,Uppal Depot,17.40457,78.58954
1983,Boduppal X Road,17.40459,78.58671
1984,Peerzadiguda,17.40145,78.58194
944,Uppal Bus Stop,17.40138,78.57125
945,Uppal Gandhi Statue,17.40135,78.56536
946,Uppal X Road,17.40117,78.55783
947,Modern Bakery,17.40114,78.54972
948,Church,17.40084,78.54331
949,Ramanthapur Public School,17.39957,78.53813
950,Ramanthapur Colony,17.39732,78.53193
951,polytechnic college,17.39536,78.527
952,Irani Hotel,17.39333,78.52213
954,Amberpet Gandhi Statue,17.39246,78.51947
889,6 Number,17.3918,78.51082
1843,syndicate bank,17.39853,78.51239
1841,prashanth nagar,17.40036,78.5132
1847,shivam,17.40441,78.51506
507,Baghlingampally,17.39718,78.49719
891,Narayanaguda,17.40034,78.4898
892,Himayat Nagar,17.40182,78.48415
893,Liberty,17.4071,78.47628
1986,AG Colony,17.4494,78.43042
1039,Vikrampuri,17.45577,78.49862
1060,MYthrivanam,17.43718,78.44242
4005,prashanth nagar,17.4002,78.51338
1787,venkateswara colony,17.3574,78.53624
4103,RethiFile busstation,17.43471,78.50484
1725,Huda Colony,17.36263,78.53958
1762,Saroor Nagar,17.3525,78.53555
1223,Sanath nagar,17.45486,78.44776
1225,Dharam karam road,17.43848,78.45284
362,NarayanagudA,17.39883,78.49402
3894,Chowdariguda ,17.41675,78.64757
3896,chowdariguda village,17.41422,78.64968
3897,Phase 3,17.41471,78.64446
3898,Sai baba Temple,17.41499,78.64487
3899,Narapally,17.41755,78.62973
1975,CPRI,17.41299,78.61529
1019,MANGAPURAM,17.4553,78.56599
1382,krishna nagar,17.45092,78.56991
1324,Arts College,17.41907,78.52733
1325,Ladies Hostel,17.41185,78.52214
764,Tolichowki,17.39893,78.41554
1232,sai baba temple,17.43433,78.4844
1233,kims hospital,17.43761,78.48143
1234,minister road,17.4408,78.47895
1476,vidya nagar,17.40467,78.51032
1477,ramnagar gundu,17.40779,78.51327
1472,ladies hostel,17.41392,78.52141
1473,manikeshvari nagar,17.42084,78.52453
1289,tarnaka,17.42769,78.53173
1315,white house,17.43105,78.53524
1290,lalapet,17.4375,78.54388
1316,ram theatre,17.43505,78.54147
1317,industrial estate,17.45299,78.55355
1478,zts,17.45574,78.55524
1319,carbide,17.45431,78.56043
3969,BandlagudA,17.50145,78.62213
3892,Rajiv Gruhakalpa,17.51773,78.6007
1318,ZTC,17.45585,78.55622
1282,H B Play Ground,17.4524,78.56513
1320,Carbide,17.45396,78.56052
1321,ZTS,17.45545,78.55545
1322,Industrial Estate,17.45002,78.55202
1283,Lalapet,17.43718,78.54416
1564,White House,17.43047,78.53489
1284,Tarnaka,17.42756,78.53202
1386,ncc,17.40611,78.51696
1970,ecil factory,17.46703,78.57415
1971,hcl x road,17.4557,78.58201
1973,cherlapally village,17.46306,78.61161
1605,panjagutta colony,17.4294,78.45069
2154,rk mattum,17.41162,78.48223
2155,ntr stadium,17.41073,78.4852
2482,ashok nagar,17.40866,78.4911
2481,sudarshan,17.40767,78.49406
1985,Polytechnic College,17.39551,78.52682
1997,cpri,17.41321,78.6152
3900,narapally,17.41773,78.62972
3895,Chowdariguda Village,17.4142,78.6494
423,shilparamam,17.45171,78.38131
1964,km stone,17.44897,78.61163
1393,janapriya,17.44124,78.56449
1245,ramnagar e seva ,17.40913,78.50877
1253,ramnagar sbh,17.40889,78.50642
372,Care Hospital,17.41321,78.45014
510,Water Tank ,17.419,78.44786
3779,AShok nagar,17.44994,78.58042
4010,cherlapally phase 1,17.46006,78.58539
1972,ganesh temple,17.45915,78.59517
807,bluemoon hotel,17.4307,78.45588
1474,Manikeshvari Nagar,17.42047,78.52466
1475,LAdies Hostel,17.41365,78.52144
1566,RAmnagar Gundu,17.40743,78.51332
1567,Vidya Nagar,17.40361,78.51051
1340,kachiguda station,17.39041,78.49908
2159,R L Nagar,17.478,78.6259
2157,Satyanarayana Garden,17.48843,78.61293
2173,rampally x road,17.49361,78.60562
417,vbit,17.43335,78.38527
418,tcs,17.4459,78.37726
504,hitech citY,17.44958,78.37922
337,mla colony,17.41449,78.42491
500,acb office,17.41298,78.42912
338,durga enclave/V R Building,17.41208,78.43217
339,kaman,17.40952,78.43805
340,pension office,17.4077,78.4512
341,masab tank,17.40415,78.45224
3865,Dammaiguda,17.50191,78.58917
2174,nagaram,17.48811,78.60106
2175,vijaya hospital,17.48222,78.59477
2176,chakripuram,17.47924,78.58538
2177,nagarjuna colony,17.47993,78.58191
2047,Kushaiguda,17.48122,78.57582
441,Lb Nagar Ring road,17.34724,78.54985
443,Ntr Nagar,17.35576,78.54536
444,Dwaraka Nagar,17.36266,78.54357
445,Kothapet,17.36703,78.54058
2446,Chaitanyapuri,17.36829,78.53228
1598,Panjagutta colony,17.42875,78.45082
1069,Rajiv Gandhi Nagar,17.53417,78.4353
1231,gandimaisamma x road,17.57462,78.4235
1347,apurupa colony,17.53073,78.44937
1346,sr naik nagar,17.53209,78.44453
2018,Sairam Theatre,17.44627,78.53569
2020,Lala Guda,17.43906,78.52893
2021,New Bridge,17.43931,78.52565
795,banjara hills Road No 7,17.41811,78.44891
407,care hospital,17.41353,78.45047
1939,Chinna Cherlapally,17.47085,78.60806
1942,Surana,17.47109,78.60083
1944,Cherlapally Water tank,17.47118,78.59696
1945,Cherlapally Jail,17.47315,78.58924
491,vengalrao park road 1,17.42266,78.44959
493,Vengalrao Park Road 1,17.42267,78.44934
1948,cherlapally jail,17.47209,78.58994
1952,cherlapally water tank,17.47144,78.59718
1954,surana,17.47132,78.60116
1956,chinna cherlapally,17.47075,78.60884
371,Public gardens,17.39643,78.47094
766,Brindavan Colony,17.40284,78.41009
767,Sheikpetnala,17.4068,78.40265
765,Darga,17.4131,78.3946
769,Khajaguda X road,17.42285,78.38156
1262,continental hospital,17.41835,78.33965
1268,honeywell,17.41868,78.34352
1009,neredmet x road,17.4823,78.53714
1805,Chandrayangutta x Road,17.32719,78.4752
1715,falaknuma station,17.33036,78.47034
1851,engine bowli,17.33639,78.46793
1705,aliyabad,17.34431,78.46987
1756,sayed ali chaputra,17.3476,78.47057
1871,lal dharwaza mode,17.35152,78.47258
1744,shah-ali banda x road,17.35473,78.47284
1376,Kilwat,17.36046,78.47129
1377,Moosabowli,17.36449,78.46669
1438,High court,17.3706,78.47623
1264,honeywell,17.41841,78.34378
3780,ashok Nagar,17.44966,78.58042
1151,KPHB Temple Bus Stop,17.48769,78.39544
2442,maharastra bank,17.49214,78.39744
843,KPHB main road,17.49447,78.40068
844,kukatpally,17.48346,78.4132
399,chanda nagar,17.49516,78.32285
400,gangaram ,17.49529,78.33217
401,deepthisri Nagar/ madinaguda,17.49529,78.34075
459,allwyn x road,17.49451,78.35235
391,icrisat,17.51882,78.27885
392,rc puram,17.51377,78.28831
454,mandal office,17.50922,78.30033
455,AShok nagar,17.50482,78.30836
453,jyothi nagar,17.50233,78.31185
2483,MIYAPUR DEPOT1,17.51273,78.36074
1030,Rukmini Puram,17.48142,78.55454
3999,SAINATHAPURAM,17.47562,78.55191
4002,OLD SAFILGUDA,17.46934,78.54934
3846,Secunderabad Gurudwara,17.43602,78.50027
1200,Dundigal,17.607,78.41631
1229,d pochampally,17.59132,78.41829
3560,hayat nagar,17.32697,78.60422
3558,RTC Colony,17.3281,78.59922
3017,Hyt Depot X Road,17.32999,78.59391
428,Bhagyalatha,17.33293,78.58887
3035,High court colony,17.33465,78.58526
429,Autonagar,17.33605,78.5793
430,Sushma,17.3367,78.57378
438,Panama Garden,17.33783,78.56957
440,Chintalakunta Checkpost  ,17.3427,78.55644
3811,shivarampally x road,17.32674,78.42525
3821,Attapur x Road,17.3705,78.42902
425,hitechcity Railway Station,17.47008,78.38386
1895,KPHB 4TH PHASE,17.47232,78.38772
1909,malaysian Township,17.48012,78.38966
1906,JNTU,17.49523,78.39443
1907,JNTu,17.49457,78.39445
1899,Malaysian Township,17.47979,78.39008
424,Hitechcity Railway Station,17.47035,78.38397
2248,Laldabha,17.3419,78.4233
984,weaker section colony,17.33253,78.42695
3810,Shivarampally x road,17.32684,78.42567
985,aramghar,17.32216,78.43181
986,mailardev pally,17.31467,78.44471
3802,palle cheruvu,17.31551,78.45778
3803,moghal college,17.31463,78.45942
987,bAndlaguda,17.31705,78.46618
988,hashamabad,17.32553,78.47306
1812,chandrayanagutta,17.32809,78.48001
3804,dlrl,17.32924,78.48269
989,pool bagh,17.33047,78.48593
1810,baba nagar ,17.33161,78.48938
1849,DRDL,17.33716,78.49683
990,pisalbanda,17.34106,78.50262
1818,owaisi hospital,17.34355,78.50673
991,champapet x road,17.34258,78.51617
3757,Manda mallamma,17.33971,78.52426
993,sagar ring road,17.34285,78.54685
3034,chintalakunta,17.34095,78.5625
3002,sushma theatre,17.33677,78.57473
3003,autonagar,17.33626,78.57887
3004,high court colony,17.33497,78.58535
3005,baghya latha,17.33271,78.5897
3006,hyt depot x road,17.33013,78.5943
3016,Hyt Depot,17.32643,78.59253
1293,Jagadgiri Gutta,17.50216,78.42612
1294,allwyn phase 1,17.50193,78.41888
1296,sainagar,17.50033,78.416
1297,vadapally,17.49365,78.41062
1298,vivekananda nagar,17.49067,78.40769
914,IIIT,17.44542,78.35207
772,NDDC Stadium,17.45691,78.33963
773,Masjid banda,17.4601,78.33726
774,HCU Main gate,17.46198,78.33535
433,Hcu Depot,17.46835,78.33102
775,Alind,17.47653,78.32471
907,Lingampally Railway Station,17.48365,78.32032
777,Lingampally,17.49436,78.3158
3014,Vishnu Theatre,17.33939,78.56613
439,Chintalakunta,17.34073,78.56236
3557,rtc Colony,17.32833,78.59962
3559,Hayat Nagar,17.32717,78.60427
1301,Sumithra,17.4897,78.40812
1303,Vivekananda Nagar,17.49102,78.40776
1305,V V Apartments,17.49603,78.41297
1306,Sainagar,17.5004,78.41606
1308,Allwyn Phase 1,17.50201,78.41895
458,Miyapur,17.49574,78.35783
460,miyapur,17.49599,78.35819
865,miyapur cross road,17.49676,78.36197
862,hydernagar,17.49954,78.38332
842,nizampet x road,17.49845,78.39123
841,jntu,17.49593,78.39727
2497,Ganesh temple,17.33299,78.56943
3022,vanasthalipuram complex,17.33086,78.57291
1171,rythu bazar,17.33071,78.57528
3029,Kamala Nagar,17.32986,78.57894
3028,Bhulakshmi Nagar,17.32924,78.58101
3021,Subadra Nagar,17.32881,78.58348
3019,Shanthi Nagar,17.32835,78.5876
3018,Baghya Latha,17.33246,78.58921
3020,Sharada Nagar,17.32819,78.58535
3010,Rythu Bazar,17.33039,78.57514
3012,Vanasthalipuram Complex,17.33069,78.57276
2498,ganesh temple,17.33132,78.56911
3011,Red Tank,17.32907,78.56875
2999,GOVERNMENT HOSPITAL,17.32919,78.56585
437,ngos Colony,17.32472,78.56652
436,Ngos colony,17.32476,78.5662
3000,government hospital,17.32942,78.56563
3001,red tank,17.32938,78.5688
1130,panama godown,17.33294,78.55287
2998,Skd Nagar,17.32121,78.56533
3007,Vaidehi Nagar,17.32125,78.56956
3008,Gouthami Nagar,17.32166,78.5725
3009,Andhra Kesari Nagar,17.32749,78.57485
3013,Rythu Bazar,17.33039,78.57514
1202,PR Nagar,17.45648,78.4256
1633,Kabir Nagar,17.4568,78.42247
1201,Mothi nagar,17.45411,78.42233
1604,bala nagar,17.46734,78.44616
4001,old safilguda,17.46923,78.5489
4000,sainathapuram,17.47603,78.55178
1197,Gandimaisamma X Road,17.57533,78.42307
1254,D Pochampally,17.59143,78.41807
1650,Kukatpally Depot,17.47323,78.42536
2084,SECUNDERABAD,17.43631,78.49999
1631,minerva,17.44111,78.49239
2473,Darul Shifa,17.37429,78.48382
3727,HIMMATHPURA,17.35537,78.47027
1704,Aliyabad,17.34345,78.46964
1809,Falaknuma Bus Station,17.33114,78.47015
1620,AFZalgunj,17.37341,78.4759
828,Minerva,17.44103,78.49304
1348,sanath nagar police station,17.45661,78.44202
1372,darul shifa,17.37279,78.48272
3546,Purana Hawali,17.36777,78.48134
1902,chadowki masjid,17.36282,78.48019
1903,bibi bazar,17.35822,78.47932
1373,charminar,17.35919,78.47386
1743,Shah-Ali Banda X Road,17.35388,78.47306
3743,Sayed Ali Chaputra,17.34734,78.47061
1853,Engine Bowli,17.33634,78.46831
1807,Chandrayangutta X Road,17.32698,78.4769
890,Tilak Nagar,17.39416,78.50756
1893,BArkathapura,17.39454,78.49849
2447,kalavari temple,17.49667,78.37196
2065,Hanumanpet,17.44565,78.52629
2064,Mallikarjuna Nagar,17.44933,78.52752
2060,Shenoy Nursing Home,17.44753,78.50858
2100,SangeetH,17.44131,78.50531
1869,Lab Quarters,17.32971,78.50071
1719,Play Ground,17.33289,78.49958
1879,Marketing Complex,17.33475,78.50123
1767,Yadagiri Theatre,17.34685,78.50808
1740,saidabad apseb,17.36382,78.50204
1711,apseb office,17.36386,78.50248
1768,yadagiri theatre,17.34655,78.50837
1880,marketing complex,17.33482,78.50124
1721,play ground,17.33299,78.49965
3496,Gitam University,17.5604,78.16478
3500,rudraram x road,17.56394,78.16607
3501,lakdaram,17.55525,78.18911
3502,isnapur,17.547,78.21263
3503,muthangi,17.54206,78.22869
3504,pocharam x road,17.53712,78.24313
1632,kabir nagar,17.45701,78.42249
3491,Muthangi,17.54248,78.22649
3492,Isnapur,17.54689,78.21241
3493,Mile Stone,17.55257,78.19883
3494,Lakdaram,17.55504,78.18901
3495,Rudraram X Road,17.56379,78.16479
2066,JYOTHI NAGAR,17.44376,78.5251
2067,Tukaram Gate,17.44112,78.52239
796,Ranigunj Depot,17.43245,78.48652
4008,SAFILGUDA ,17.46225,78.53253
3730,FAROOQ NAGAR BUS STATION,17.3301,78.47073
1579,Ramkoti,17.39005,78.48536
361,Chikkadapalli,17.40201,78.49511
3725,farooq nagar bus station,17.32987,78.47018
4025,Bowenpally police station,17.46492,78.47268
2116,bowenpally checkpost,17.47616,78.47369
2118,dairy farm,17.48731,78.47332
2122,suchitra,17.50004,78.47705
2125,jeedimetla village,17.50882,78.47927
4027,Angadipeta,17.51082,78.47932
2136,balaji hospital,17.51878,78.48173
2137,prajay,17.53111,78.48766
2127,dulapally x road,17.5407,78.49089
4031,kompally,17.54422,78.49159
4030,kompally bridge,17.56499,78.49336
2128,Gundla pochampally,17.56913,78.49365
4029,damber factory,17.58028,78.49068
2129,kandlakoya,17.59163,78.49287
2130,cmr college,17.60453,78.49056
2131,ida medchal,17.61205,78.4871
2132,checkpost,17.61768,78.48569
2107,Medchal Depot,17.63382,78.48593
3809,Medchal,17.63029,78.4853
2108,Ida Medchal,17.61189,78.48739
2109,Cmr College,17.60318,78.49133
2110,Kiloskar,17.59591,78.49277
2111,Kandlakoya,17.59145,78.49302
2112,Damber Factory,17.58046,78.49096
2138,gundla pochampally,17.56893,78.49391
2113,Kompally Bridge,17.56526,78.49372
2114,Kompally,17.54437,78.49195
2115,Dulapally x road,17.54004,78.4909
2117,Prajay,17.5309,78.48774
2119,Balaji Hospital,17.51853,78.48181
4028,angadipeta,17.51105,78.47968
2120,Jeedimetla Village,17.50806,78.47943
2123,Dairy Farm,17.4869,78.47347
2124,B Pally CheckPost,17.47583,78.47384
1749,Balapur X Road,17.31894,78.5199
4014,shivaji chowk,17.3182,78.51836
4016,Balapur villege,17.31771,78.52748
4015,ganesh chowk,17.31731,78.51796
1789,Champapet X road,17.34831,78.5152
369,MSRD2,17.40858,78.50354
4026,bowenpally police station,17.46492,78.47285
4017,Toopran,17.8467,78.4767
4019,Chegunta,17.97094,78.46225
4022,narsingi,18.04762,78.4284
4024,ramayanapet,18.11638,78.43007
1565,RTC Hospital,17.42596,78.53013
4023,Ramayanapet,18.11637,78.42987
4021,Narsingi,18.04767,78.4289
4020,chegunta,17.97089,78.46218
4018,toopran,17.84635,78.47765
1786,Airport,17.25164,78.42977
756,Shamshabad,17.26231,78.38784
1803,Satamrai,17.28273,78.41124
1804,gaganpahad,17.29717,78.41825
1806,ag college,17.31442,78.42469
1425,Aramghar X Road,17.32199,78.43222
1426,Shivarampally X Road,17.32827,78.43532
1429,Hasan Nagar X Road,17.3351,78.44375
1430,Mir alam Tank,17.33691,78.44936
1432,Tad Bun,17.34519,78.45067
1434,Zoo park,17.35078,78.45232
1435,Bahadurpura,17.35572,78.45432
1436,Puranapool,17.36656,78.45816
1437,City College,17.36809,78.468
365,NarayanaGuda bloodbank,17.39421,78.48971
1773,Aramghar X road,17.32125,78.43169
1775,AG college,17.31386,78.42467
1777,Gaganpahad,17.29699,78.41853
1779,Satamrai,17.28252,78.41142
2252,shamshabad market,17.26438,78.39117
1800,airport ,17.24164,78.42974
4035,shivareddy nagar,17.33788,78.619
4037,Mother Dairy,17.33592,78.614
4033,Kuntloor,17.34073,78.62589
3562,Word&Deed School,17.32117,78.61359
3563,Laxmareddy Palem,17.32068,78.62599
3564,Pedda Amberpet,17.32165,78.63859
4044,upparguda x road,17.29459,78.64845
4045,Koheda,17.28292,78.64247
4041,Mile stone,17.27889,78.65423
4047,Umarkhan guda,17.27149,78.66976
4040,sanghi nagar,17.27066,78.67718
4048,umarkhan guda,17.27138,78.66974
4042,milestone,17.27847,78.65442
4046,koheda,17.28276,78.64254
4043,Upparguda X Road,17.29472,78.64827
3597,pedda amberpet,17.32154,78.63823
3598,laxmareddy palem,17.32052,78.62657
3599,word&deed school,17.32083,78.61367
3024,andhra kesari nagar,17.32728,78.57491
3025,gouthami nagar,17.32168,78.57266
3026,vaidehi nagar,17.32103,78.56938
3027,skd nagar,17.32132,78.56508
4049,Sai Nagar Colony,17.31883,78.59446
1352,Shadan College,17.40876,78.46061
1750,balapur x road,17.31936,78.51905
1844,midhani township,17.32499,78.51422
1782,bdl,17.33343,78.50904
1867,Lab Quarters Gate,17.3374,78.5056
1866,Lab Quarters Gate,17.33767,78.50564
1781,Bdl,17.33237,78.51022
1842,Midhani Township,17.32486,78.51455
1362,Padmasali Colony,17.42069,78.4923
1363,PNT Colony,17.41878,78.49136
1364,Gandhi Nagar,17.41628,78.49063
1365,Canara Bank,17.4124,78.48871
1366,Ashok Nagar X Road,17.40951,78.4895
1367,Himayat Nagar,17.40123,78.48895
1330,Telugu Academy,17.39961,78.48679
1588,OLD MLA QUARTERS,17.39759,78.48381
1591,king koti hospital,17.39362,78.48207
1592,Abids ,17.39178,78.47666
2087,amberpet,17.39123,78.51613
1327,SVES High School,17.40478,78.51234
922,Ramnagar X Road,17.4105,78.50698
1295,kalanjali,17.40101,78.4713
1300,ayakar bhavan,17.40133,78.47398
1302,hyderguda,17.40046,78.47802
1304,old MLA quarters,17.39875,78.48173
1307,telugu academy,17.39965,78.48659
1311,engineering college,17.40713,78.51794
1313,law college,17.41524,78.52526
1593,Institute of Foreign languages,17.42382,78.52737
1734,Badangpet ,17.30497,78.52531
1765,udyog nagar,17.31269,78.52297
1875,lenin nagar,17.31585,78.5226
1873,Lenin Nagar,17.31574,78.52278
1764,Udyog Nagar,17.31251,78.52315
462,Miyapur2 busdepot,17.51204,78.36096
3840,Nanal Nagar,17.39567,78.42769
1152,lunger house,17.37825,78.42094
3829,Bapu Nagar,17.37374,78.41709
1154,t k bridge,17.37096,78.40469
3832,SAI RAMNAGAR,17.36786,78.40118
1155,sun city,17.36482,78.39577
1156,bandlaguda X road,17.35933,78.38764
3834,peeram cheruvu,17.35447,78.37893
1157,kali mandir,17.35211,78.37652
1912,Appa,17.35083,78.36328
1158,golden form,17.35085,78.35804
1159,gandipet x road,17.35291,78.33073
1160,aziz nagar x road,17.34402,78.32465
1177,Himayat Nagar x road,17.33891,78.31182
3782,himayat nagar village,17.34243,78.30876
1176,Hostel,17.34377,78.30195
3807,Balaji temple,17.35732,78.30034
494,Andhrajyothi,17.42715,78.44476
375,Annapurna,17.42355,78.42464
1323,Ram Theatre,17.43482,78.5419
1594,LAW COLLEGE,17.41482,78.52473
1326,Engineering college,17.40778,78.51888
1331,Old MLA Quarters,17.398,78.48252
1332,Hyderguda,17.40014,78.47815
805,Banjara hills road no 7,17.41646,78.44881
1896,KPHB 7TH PHASE,17.47402,78.38806
1897,telephone exchange,17.48333,78.39334
1900,kPHB 7TH PHASE,17.47508,78.38899
1901,kphb 4th phase,17.47234,78.38824
1044,sagar society,17.42523,78.4337
1002,vikrampuri,17.45507,78.49818
1004,thirumalagiri x road,17.4713,78.5099
1005,officers mess,17.47481,78.52034
1007,r k purAM,17.47659,78.52585
1008,g k colony,17.48055,78.53365
1010,vayupuri,17.48357,78.54465
1032,Vayupuri,17.48334,78.54471
1034,G K Colony,17.48041,78.53389
1035,R K Puram,17.47644,78.52626
1036,Officers Mess,17.4746,78.52036
1037,Thirumalagiri X Road,17.47118,78.51016
1261,Airport Pushpak,17.23674,78.42875
1263,airport pushpak,17.23694,78.43047
3600,Paryataka Bhavan,17.4342,78.45571
3869,NMDC COLONY,17.45668,78.5481
3871,EAST ANANDBAGH,17.45778,78.54383
3872,east anandbagh,17.45787,78.54388
3870,nmdc colony ,17.45677,78.54811
2073,swimming pool,17.45909,78.51575
3876,aoc gate,17.45716,78.50908
3877,LAXMI NAGAR,17.45599,78.50575
3878,laxmi nagar,17.45623,78.50586
3875,AOC GATE,17.45744,78.5094
2062,Swimming Pool,17.45933,78.51551
3806,Telephone colony,17.36804,78.54778
2146,b j bhavan,17.36543,78.54328
2089,Vijay nagar colony,17.39515,78.45509
2090,Mallepally,17.3893,78.45413
2091,Asif nagar,17.39017,78.45079
461,Miyapur x road,17.49782,78.36167
1342,new science,17.39571,78.48642
1343,basheerbagh,17.4018,78.47571
1599,shapur nagar rythu bazar,17.51757,78.44659
396,church,17.49898,78.30835
385,Keerthi Mahal,17.49666,78.29736
404,annapurna,17.4239,78.42443
834,IDPL,17.4713,78.43369
1353,Basheerbagh,17.40526,78.47692
1610,Kachiguda x road,17.39043,78.49144
1412,Gajularamaram,17.52482,78.42328
1606,usha mullapudi,17.52233,78.42982
1607,hal colony,17.52078,78.43167
1608,srinivas nagar,17.518,78.43614
1609,sanjay gandhi nagar,17.51548,78.43971
1611,balayya Hotel,17.51407,78.44209
1603,Shapur X Road,17.51095,78.4474
1601,Balayya Hotel,17.5141,78.44178
1602,Gandhi nagar,17.51533,78.43955
1428,Srinivas Nagar,17.51784,78.43602
1421,Hal colony,17.52051,78.43176
1416,Usha Mullapudi,17.52215,78.42959
1626,yashoda hospital,17.42423,78.45778
1624,Villa Meri College,17.42245,78.46252
1622,raj bhavan,17.42063,78.46244
1405,city college,17.36791,78.4679
1619,KHairatabad,17.41436,78.46017
1621,RAJ Bhavan,17.42,78.46206
1623,VILLA MERI COLLEGE,17.42288,78.46171
1625,Yashoda Hospital,17.4265,78.45719
1638,kalyan nagar,17.45102,78.42286
1648,andhra bank,17.4302,78.43998
1649,water tank,17.43021,78.44261
1636,shivaji park,17.3747,78.48165
1637,girls school,17.36774,78.48133
1375,Shah Ali banda,17.35519,78.47032
1643,Rahmath Nagar,17.43977,78.424
1644,Karmika Nagar,17.44429,78.42411
1645,Sriram Nagar,17.44904,78.42292
1646,Kalyan Nagar,17.45096,78.42268
1374,shah Ali banda,17.35534,78.4702
1639,Laad Bazaar,17.36228,78.46996
1378,City College,17.36741,78.46844
768,Lidcap,17.4181,78.3884
358,Public gardens,17.39643,78.47094
1629,ag office,17.40582,78.46715
1833,Prashanth nagar,17.39731,78.51199
1707,Bhatia Bakery,17.5,78.50981
1771,Satya Petrol Bunk,17.4993,78.53555
1687,venkatapuram,17.49381,78.50564
435,Vanasthalipuram ,17.33527,78.56958
1752,Barkas,17.31714,78.48154
1835,Crpf Gate,17.3176,78.47976
1440,Nimboli Adda,17.38419,78.49365
4013,Shankarmutt,17.40065,78.50819
1870,Lal Darwaza,17.35039,78.47246
1714,Falaknuma Rly Bridge,17.32906,78.47283
3729,Chandrayangutta X road,17.327,78.47582
1823,Chandrayangutta Post Office,17.3226,78.48032
3781,Himayat nagar Village,17.34257,78.30895
1179,Aziz Nagar X Road,17.34429,78.32458
1180,Gandipet X Road,17.35322,78.33067
1181,Golden Form,17.35111,78.35807
1968,Appa,17.35119,78.3636
1182,Kali Mandir,17.35249,78.37688
3833,PEERAM CHERUVU,17.35455,78.37881
3995,KPHB Main ROad,17.49272,78.40225
1936,erragodalu,17.48905,78.44468
1937,giri nagar,17.49025,78.44216
1938,gandhi nagar,17.49131,78.43971
1940,rr nagar ,17.49402,78.43386
1943,markandaya hotel,17.49956,78.42977
1926,Markandaya Hotel,17.49971,78.42991
1927,Papi Reddy Nagar,17.49801,78.4315
1928,Rr Nagar kaman,17.49518,78.43207
1929,Rr Nagar ,17.49396,78.43443
1930,Gandhi Nagar,17.49156,78.43972
1931,Giri Nagar,17.49048,78.44206
1935,Erragodalu,17.48919,78.44484
1596,vst,17.40458,78.50146
1911,C R K Garden,17.35758,78.3844
1913,yenkepally,17.3377,78.31326
1990,Himayat sagar X Road,17.33888,78.31142
1914,JBIT,17.33168,78.29759
1915,Radha Soami Satsang,17.32984,78.28224
3842,mandal Office,17.33004,78.2777
1916,Moinabad,17.32789,78.27226
1917,Ayaan College,17.3144,78.25677
1918,Kanakamamidi X Road,17.31316,78.24871
1919,Shapur,17.31839,78.24145
1920,Kethi Reddy Pally X Road,17.31008,78.22871
1921,Appa Reddy Guda X Road,17.31022,78.22344
1922,Tholkatta X Road,17.3136,78.21661
1923,Mudimyal X Road,17.31958,78.20906
1924,Kandhawada X Road,17.30715,78.18239
1925,Malkapur X Road,17.31242,78.17237
1932,Kesharam X Road,17.30637,78.16076
1933,Chevella,17.31359,78.13922
1934,chevella,17.31385,78.13886
1950,kesharam x road,17.3065,78.1604
1951,malkapur x road,17.31267,78.17255
1953,kandhawada x road,17.30718,78.18268
1955,mudimyal x road,17.3198,78.2093
1957,tholkatta x road,17.3135,78.21694
1958,appa reddy guda x road,17.31026,78.22388
1959,kethi reddy pally x road,17.31045,78.22911
1960,shapur,17.31861,78.24193
1961,kanakamamidi x road,17.31328,78.24869
1963,ayaan college,17.31787,78.26052
1965,moinabad,17.32901,78.27324
3841,MAndal Office,17.33041,78.2781
1966,radha soami satsang,17.32997,78.28266
1967,jbit,17.33156,78.29709
1161,himayat sagar x road,17.3391,78.31149
1185,Hydersha kot,17.36832,78.40081
2008,Hanuman Nagar,17.41419,78.58524
2009,Boduppal Ambedkar statue,17.41829,78.58468
2010,Boduppal Colony,17.42207,78.58032
2039,Nagadevatha Temple,17.48908,78.51703
2040,Karm Hi Dharm,17.49623,78.5211
2041,Eme Centre,17.49851,78.52742
2042,Ammu Guda,17.49705,78.53254
2043,Bapuji Nagar,17.50214,78.53912
2044,Yapral,17.5047,78.54003
2045, Zphs,17.51371,78.55333
2046,Balaji Nagar,17.51312,78.56284
2048,balaji nagar,17.51271,78.56264
2049,zphs,17.51358,78.55281
2050,meghadri heights,17.51262,78.54211
3958,Hanuman Temple,17.51296,78.54026
